sensor_id,timestamp,ubicacion,temperatura_c,humedad_pct,velocidad_viento_ms,presion_hpa,seeing_arcsec,transparencia
SENS-003,2024-03-03T12:30:00,Este,17.24,3.4,4.99,1010.29,0.264,0.791
SENS-003,2024-03-03T10:10:00,Este,18.05,11.3,5.2,742.94,0.679,0.798
SENS-001,2024-03-06T06:00:00,Norte,17.49,9.2,2.98,746.09,0.79,0.864
SENS-003,2024-03-01T09:15:00,Este,15.14,3.9,5.52,744.8,0.38,0.884
SENS-001,2024-03-03T15:45:00,Norte,17.05,10.6,9.91,745.18,0.758,0.952
SENS-001,2024-03-06T00:30:00,Norte,17.46,19.7,4.21,746.65,0.603,0.654
,2024-03-06T10:30:00,Sur,17.32,14.8,5.89,744.28,0.893,0.742
SENS-004,2024-03-03T07:05:00,Oeste,16.63,14.6,6.86,745.79,0.636,0.843
SENS-001,2024-03-07T00:45:00,Norte,15.67,6.2,4.67,748.65,0.641,0.703
SENS-001,2024-03-01T02:25:00,Norte,15.68,13.9,6.03,745.57,0.852,0.653
SENS-003,2024-03-02T08:50:00,Este,18.59,13.7,6.1,746.57,0.789,0.948
SENS-003,2024-03-05T10:50:00,Este,17.73,8.9,6.27,746.15,0.599,0.97
SENS-001,2024-03-02T04:50:00,Norte,13.51,12.4,5.6,748.93,0.703,0.942
SENS-001,2024-03-06T18:10:00,Norte,19.73,7.4,3.21,744.29,0.534,0.727
SENS-003,2024-03-04T10:45:00,Este,16.47,11.1,4.78,744.18,0.021,0.979
SENS-002,2024-03-05T21:40:00,Sur,17.81,8.9,1.25,748.34,0.546,0.707
SENS-002,2024-03-07T07:05:00,Sur,18.53,7.0,3.79,751.68,0.418,0.861
SENS-005,2024-03-04T18:15:00,Centro,15.05,10.8,7.5,745.13,0.984,0.867
SENS-004,2024-03-05T08:15:00,Oeste,14.11,17.0,4.98,746.81,0.991,0.964
SENS-003,2024-03-07T16:40:00,Este,18.09,15.2,6.77,744.31,0.918,0.841
SENS-002,2024-03-03T03:10:00,Sur,14.26,15.2,6.51,747.96,0.841,0.716
SENS-002,2024-03-04T03:40:00,Sur,14.88,12.0,8.45,745.3,0.869,0.739
SENS-003,2024-03-01T19:00:00,Este,14.57,13.8,4.02,746.32,0.628,0.727
SENS-005,2024-03-06T13:35:00,Centro,18.8,9.3,4.58,742.46,0.653,0.728
SENS-005,2024-03-02T19:10:00,Centro,18.59,5.1,5.88,749.38,0.482,0.899
SENS-002,2024-03-04T22:25:00,Sur,19.89,7.4,4.19,740.7,0.522,0.918
SENS-005,2024-03-02T02:25:00,Centro,15.05,11.7,3.49,747.51,0.818,0.681
SENS-001,2024-03-03T22:50:00,Norte,18.31,3.2,6.39,739.92,1.168,0.825
SENS-005,2024-03-04T02:30:00,Centro,16.65,11.0,7.93,745.96,0.508,0.675
SENS-004,2024-03-05T17:40:00,Oeste,18.53,3.7,5.79,747.97,0.646,0.652
,2024-03-02T03:30:00,Oeste,12.48,12.0,6.7,741.62,0.426,0.843
SENS-003,2024-03-01T06:20:00,Este,20.79,12.5,3.75,743.48,0.567,0.964
SENS-005,2024-03-07T07:25:00,Centro,18.43,146.3,4.67,747.63,0.777,0.664
SENS-002,2024-03-07T08:10:00,Sur,19.15,4.2,6.6,744.92,0.536,0.927
SENS-003,2024-03-07T03:10:00,Este,17.31,12.4,4.31,745.88,0.595,0.733
SENS-005,2024-03-03T03:50:00,Centro,15.12,11.9,7.35,1017.46,0.854,0.985
SENS-003,2024-03-01T04:50:00,Este,15.02,16.0,4.73,742.32,0.535,0.826
SENS-002,2024-03-04T06:35:00,Sur,17.6,199.6,7.85,744.63,0.731,0.767
SENS-005,2024-03-05T00:00:00,Centro,16.22,9.8,3.94,742.42,1.05,0.734
SENS-001,2024-03-03T06:35:00,Norte,15.32,7.2,5.23,747.48,0.493,0.956
SENS-003,2024-03-06T01:20:00,Este,17.97,18.6,5.59,743.13,0.385,0.707
SENS-001,2024-03-06T14:45:00,Norte,15.46,13.4,6.5,742.68,0.923,0.94
SENS-004,2024-03-06T12:10:00,Oeste,16.33,13.2,9.76,737.53,0.769,0.722
SENS-001,2024-03-03T00:30:00,Norte,15.19,12.3,9.31,743.64,0.422,0.882
SENS-005,2024-03-04T17:35:00,Centro,16.43,4.2,5.86,745.32,0.415,0.752
SENS-005,2024-03-04T11:25:00,Centro,15.62,11.5,9.31,744.18,0.72,0.729
SENS-005,2024-03-03T02:55:00,Centro,18.27,16.3,4.36,745.46,0.865,0.972
SENS-005,2024-03-02T00:40:00,Centro,16.97,7.3,8.46,745.71,1.121,0.988
SENS-003,2024-03-01T09:20:00,Este,15.36,13.8,6.1,742.81,0.048,0.931
SENS-004,2024-03-06T12:25:00,Oeste,15.55,18.2,3.77,743.72,0.333,0.709
SENS-003,2024-03-07T19:05:00,Este,14.75,190.3,1.96,741.85,0.573,0.994
SENS-004,2024-03-01T06:10:00,Oeste,16.71,189.8,6.11,746.31,0.402,0.882
SENS-005,2024-03-02T16:30:00,Centro,16.8,19.4,8.34,744.12,0.972,0.909
SENS-002,2024-03-05T19:10:00,Sur,16.65,19.7,4.4,742.95,0.913,0.901
SENS-004,2027-09-15T03:15:00,Oeste,17.24,15.5,9.62,745.42,0.639,0.667
SENS-003,2024-03-07T19:45:00,Este,14.94,4.5,2.9,745.88,0.815,0.868
SENS-005,2024-03-05T12:40:00,Centro,15.78,8.2,4.81,744.29,0.462,0.695
SENS-001,2024-03-05T18:05:00,Norte,19.08,6.9,0.81,745.55,1.058,0.933
SENS-001,2024-03-02T00:25:00,Norte,17.28,18.0,4.77,744.1,0.768,0.808
SENS-002,2024-03-04T03:35:00,Sur,15.36,18.0,5.6,742.68,0.213,0.967
SENS-005,2024-03-01T01:40:00,Centro,13.56,4.9,3.74,743.26,0.481,0.98
SENS-004,2024-03-07T08:25:00,Oeste,17.06,3.3,4.09,743.74,0.693,0.88
SENS-001,2024-03-02T02:30:00,Norte,15.41,4.1,7.74,745.87,0.931,0.69
SENS-003,2024-03-03T20:15:00,Este,17.53,14.1,3.62,743.31,0.539,0.977
SENS-004,2024-03-07T21:15:00,Oeste,14.97,10.7,8.93,743.23,0.543,0.79
SENS-004,2024-03-02T14:25:00,Oeste,17.41,4.4,6.22,739.21,0.429,0.913
SENS-003,2024-03-03T02:35:00,Este,14.59,18.8,2.61,744.11,0.504,0.742
SENS-004,2024-03-04T04:45:00,Oeste,14.27,13.1,9.11,745.71,-1.856,1.876
SENS-004,2024-03-03T03:05:00,Oeste,16.89,5.6,4.06,744.37,0.798,0.811
SENS-001,2024-03-02T16:35:00,Norte,17.74,13.1,7.16,744.83,0.477,0.886
SENS-001,2024-03-03T18:15:00,Norte,18.85,14.3,3.02,742.52,0.87,0.76
SENS-005,2024-03-07T12:40:00,Centro,19.47,3.6,5.79,745.43,0.54,0.767
SENS-003,2024-03-07T11:40:00,Este,14.86,8.9,8.48,742.82,0.731,0.937
SENS-001,2024-03-01T01:10:00,Norte,16.47,10.0,6.05,743.03,0.826,0.677
SENS-002,2024-03-04T21:45:00,Sur,16.73,17.0,7.41,745.86,0.73,0.903
SENS-002,2024-03-04T15:30:00,Sur,13.99,8.6,9.91,742.04,0.813,0.687
SENS-003,2024-03-01T02:25:00,Este,15.0,13.3,5.9,740.03,0.357,0.687
SENS-005,2024-03-06T07:35:00,Centro,16.09,8.9,5.79,740.02,0.502,0.722
SENS-005,2024-03-02T05:10:00,Centro,17.07,18.7,5.65,745.53,0.852,0.762
SENS-002,2024-03-06T19:45:00,Sur,16.37,8.6,9.36,745.73,0.6,0.752
SENS-002,2024-03-04T20:35:00,Sur,17.73,8.8,7.87,739.73,0.569,0.91
SENS-004,2024-03-05T11:45:00,Oeste,14.13,16.2,3.17,747.2,0.908,0.781
SENS-003,2024-03-04T11:15:00,Este,16.98,14.1,5.55,746.8,0.421,0.992
SENS-003,2024-03-07T08:05:00,Este,15.24,3.8,3.1,743.79,0.262,0.779
SENS-005,2024-03-02T11:55:00,Centro,15.35,17.4,9.58,743.69,0.883,0.943
SENS-001,2024-03-07T14:25:00,Norte,15.49,10.0,3.37,743.68,0.549,0.95
SENS-003,2024-03-05T01:20:00,Este,16.51,17.5,7.3,746.51,0.775,0.996
SENS-005,2024-03-05T14:20:00,Centro,16.79,14.3,3.36,746.26,0.775,0.938
SENS-005,2024-03-06T18:00:00,Centro,11.67,17.2,5.07,744.93,0.356,0.923
SENS-005,2024-03-04T20:15:00,Centro,19.8,5.8,5.43,749.12,0.169,0.705
SENS-005,2024-03-07T01:05:00,Centro,19.74,18.6,2.05,746.89,0.474,0.654
SENS-002,2024-03-01T01:40:00,Sur,17.14,11.6,3.78,746.97,0.652,2.308
SENS-005,2024-03-02T05:15:00,Centro,17.35,15.1,2.62,745.6,0.421,0.836
SENS-002,2024-03-03T09:00:00,Sur,14.25,10.8,7.49,742.7,0.305,0.66
SENS-003,2024-03-04T12:50:00,Este,16.74,11.3,5.49,748.84,0.298,0.718
SENS-005,2024-03-06T19:30:00,Centro,18.13,3.7,6.76,742.39,0.496,0.693
SENS-005,2024-03-01T07:25:00,Centro,17.07,11.9,5.73,748.13,0.872,0.817
SENS-001,2024-03-01T07:40:00,Norte,16.79,4.5,8.41,750.94,0.894,0.911
SENS-002,2024-03-01T21:10:00,Sur,17.55,19.4,1.89,743.61,0.449,0.677
SENS-005,2024-03-01T06:45:00,Centro,16.46,17.0,9.07,748.24,0.544,0.661
SENS-005,2024-03-03T17:30:00,Centro,17.3,3.7,7.37,746.34,0.708,0.889
SENS-002,2027-11-10T14:20:00,Sur,16.42,17.6,2.53,745.0,0.853,0.841
SENS-004,2024-03-04T23:50:00,Oeste,19.28,7.1,4.84,744.91,0.938,0.934
SENS-001,2024-03-03T13:05:00,Norte,14.49,13.5,5.0,744.77,0.579,0.814
SENS-001,2024-03-02T12:35:00,Norte,16.14,15.3,1.93,745.04,0.618,0.865
SENS-003,2024-03-04T21:10:00,Este,13.23,3.2,3.0,745.36,0.545,0.856
SENS-002,2024-03-06T23:25:00,Sur,15.68,17.8,1.9,741.69,0.998,0.964
SENS-001,2024-03-07T12:40:00,Norte,-999.0,5.8,2.12,745.89,0.738,0.817
SENS-004,2024-03-05T22:45:00,Oeste,17.71,3.3,6.55,746.52,0.749,0.862
SENS-002,2024-03-03T03:15:00,Sur,14.6,9.2,4.03,746.67,0.846,0.974
SENS-004,2024-03-07T02:20:00,Oeste,19.37,7.0,5.83,744.91,1.006,0.942
SENS-003,2024-03-05T06:35:00,Este,-999.0,5.9,6.52,739.93,0.84,0.806
SENS-004,2024-03-04T15:20:00,Oeste,16.73,14.5,6.03,742.96,0.706,0.912
SENS-002,2024-03-06T20:20:00,Sur,15.68,13.4,9.74,743.9,0.751,0.893
SENS-001,2024-03-07T04:45:00,Norte,12.3,17.2,3.82,743.06,0.92,0.686
SENS-005,2024-03-07T00:40:00,Centro,14.87,14.9,5.7,740.83,0.484,0.966
SENS-005,2024-03-05T18:40:00,Centro,18.93,17.1,1.52,744.65,1.211,0.75
SENS-002,2024-03-07T18:20:00,Sur,16.49,4.5,4.24,741.53,0.859,0.879
SENS-004,2024-03-06T21:00:00,Oeste,16.28,8.6,5.58,744.95,0.085,0.777
SENS-003,2024-03-07T01:35:00,Este,15.8,18.7,8.12,742.36,0.555,0.915
SENS-003,2024-03-04T08:15:00,Este,17.62,13.7,4.48,743.49,0.333,0.926
SENS-005,2024-03-01T03:50:00,Centro,11.83,8.8,9.73,749.18,0.592,0.811
SENS-005,2024-03-05T01:10:00,Centro,16.44,14.9,4.0,744.16,0.4,0.711
SENS-002,2024-03-04T21:50:00,Sur,16.31,4.9,7.47,744.98,0.948,0.695
SENS-001,2024-03-06T05:45:00,Norte,15.58,13.6,3.51,750.1,0.76,0.691
SENS-002,2024-03-05T14:00:00,Sur,16.09,11.0,5.97,746.45,0.561,0.713
SENS-004,2024-03-03T09:55:00,Oeste,18.16,18.1,3.53,747.16,0.737,0.672
SENS-005,2024-03-03T16:50:00,Centro,15.61,7.5,3.39,744.14,0.823,0.772
SENS-003,2024-03-07T06:20:00,Este,13.75,19.6,6.35,744.13,0.369,0.698
SENS-001,2024-03-05T20:05:00,Norte,14.79,18.5,4.63,743.63,0.431,0.831
SENS-005,2024-03-04T10:45:00,Centro,16.8,18.7,4.6,742.65,0.412,0.908
SENS-002,2024-03-06T04:35:00,Sur,14.14,12.7,3.21,744.21,0.604,0.78
SENS-001,2024-03-06T12:45:00,Norte,15.12,10.4,6.65,745.55,0.294,0.691
SENS-004,2024-03-01T15:05:00,Oeste,17.35,6.8,6.78,748.32,0.825,0.814
SENS-001,2024-03-02T08:20:00,Norte,16.83,19.4,5.78,744.49,0.477,0.729
SENS-005,2024-03-07T17:50:00,Centro,17.58,3.1,2.54,746.4,0.442,0.794
SENS-001,2024-03-07T13:35:00,Norte,17.36,9.6,4.75,748.03,0.71,0.716
,2024-03-04T17:40:00,Norte,17.5,8.7,2.84,743.34,0.383,0.713
SENS-003,2024-03-07T14:10:00,Este,19.44,5.4,6.67,744.59,0.723,0.88
SENS-003,2024-03-06T12:55:00,Este,18.18,15.4,1.44,742.37,0.863,0.855
SENS-002,2024-03-02T21:25:00,Sur,19.01,4.9,2.26,743.09,0.207,0.706
SENS-001,2024-03-02T22:55:00,Norte,14.2,19.6,8.44,740.67,0.725,0.898
SENS-005,2027-08-17T16:10:00,Centro,14.37,15.7,7.94,744.04,0.771,0.659
SENS-001,2024-03-07T01:05:00,Norte,16.62,16.2,2.87,747.95,0.28,0.668
SENS-002,2024-03-03T06:00:00,Sur,17.72,12.2,4.54,746.42,0.608,0.737
SENS-001,2024-03-01T07:20:00,Norte,16.39,13.5,0.47,1014.01,0.092,0.912
SENS-001,2024-03-05T13:10:00,Norte,16.12,8.3,3.71,750.22,0.71,0.783
SENS-001,2024-03-03T11:50:00,Norte,17.16,6.4,0.93,743.7,0.767,0.68
SENS-002,2024-03-02T15:25:00,Sur,17.86,6.1,7.31,743.27,0.917,0.88
SENS-002,2024-03-02T05:50:00,Sur,13.94,5.4,4.41,745.23,0.869,0.895
SENS-004,2024-03-04T06:20:00,Oeste,15.18,16.7,2.56,743.17,0.844,0.669
SENS-002,2024-03-06T19:55:00,Sur,18.86,15.1,4.35,745.68,-1.204,0.91
SENS-001,2024-03-04T18:35:00,Norte,16.87,13.5,6.82,742.73,0.63,2.148
SENS-003,2024-03-07T21:15:00,Este,17.54,4.2,0.15,740.37,0.948,0.84
SENS-001,2024-03-02T23:20:00,Norte,18.79,15.9,5.96,744.57,0.598,0.744
SENS-004,2024-03-02T09:35:00,Oeste,15.19,4.4,3.82,744.63,0.555,0.908
SENS-003,2024-03-06T11:00:00,Este,14.18,11.8,3.39,748.6,0.937,0.65
SENS-005,2024-03-01T04:15:00,Centro,15.19,12.6,7.11,743.27,0.366,0.912
SENS-001,2024-03-06T21:50:00,Norte,18.23,7.6,9.86,743.59,0.541,0.947
SENS-004,2024-03-07T18:55:00,Oeste,16.04,7.4,1.46,748.57,0.754,0.906
SENS-002,2024-03-05T01:40:00,Sur,17.59,7.1,4.94,750.61,0.658,0.765
SENS-005,2024-03-06T03:20:00,Centro,14.94,3.0,6.78,747.31,0.253,0.904
SENS-002,2024-03-03T21:25:00,Sur,15.35,17.8,4.66,746.57,0.705,0.99
,2024-03-04T16:25:00,Centro,14.87,7.1,5.74,745.82,0.324,0.669
SENS-003,2024-03-05T15:00:00,Este,16.2,19.6,3.83,742.59,0.185,0.652
SENS-005,2024-03-03T06:40:00,Centro,14.23,12.2,4.93,742.03,0.384,0.901
SENS-001,2024-03-06T12:55:00,Norte,15.32,9.1,10.01,745.33,0.783,0.853
SENS-002,2024-03-04T02:05:00,Sur,-999.0,11.5,7.6,747.06,0.779,0.729
SENS-004,2024-03-07T07:45:00,Oeste,15.99,8.0,5.05,745.83,0.742,0.875
SENS-001,2024-03-06T15:15:00,Norte,17.9,9.4,8.19,746.08,0.454,0.949
SENS-001,2024-03-05T20:50:00,Norte,15.3,8.6,3.5,745.22,0.201,0.804
SENS-005,2024-03-02T21:30:00,Centro,19.68,9.3,2.44,743.41,0.469,0.816
SENS-003,2024-03-03T10:40:00,Este,16.02,4.5,4.26,745.61,0.916,0.741
SENS-005,2024-03-01T04:55:00,Centro,15.69,19.1,6.68,743.12,0.337,0.944
SENS-001,2024-03-02T10:40:00,Norte,17.78,8.0,2.14,747.43,0.841,0.686
SENS-005,2024-03-03T11:05:00,Centro,17.08,15.5,6.68,745.45,1.285,0.958
SENS-004,2024-03-07T07:20:00,Oeste,16.37,13.9,5.97,749.61,0.705,0.876
SENS-005,2024-03-03T17:50:00,Centro,14.14,4.3,5.95,744.65,0.564,0.851
SENS-005,2024-03-04T23:15:00,Centro,14.66,130.2,3.03,746.53,0.547,0.991
SENS-002,2024-03-07T21:45:00,Sur,19.29,19.2,7.88,745.5,1.274,0.817
SENS-001,2024-03-01T09:00:00,Norte,17.07,5.6,5.82,742.27,0.436,0.91
SENS-001,2024-03-05T13:50:00,Norte,17.26,13.5,4.81,741.8,0.568,0.98
SENS-003,2024-03-07T08:20:00,Este,17.97,3.2,5.21,748.24,0.472,0.704
SENS-004,2024-03-01T00:15:00,Oeste,18.98,12.5,7.56,745.38,0.802,0.872
SENS-004,2024-03-07T15:15:00,Oeste,17.41,5.2,7.47,747.19,0.364,0.931
SENS-002,2024-03-01T17:45:00,Sur,14.97,5.0,7.12,746.12,-0.808,0.672
SENS-001,2024-03-07T03:55:00,Norte,14.45,12.4,9.08,740.73,0.75,0.817
SENS-002,2024-03-02T13:55:00,Sur,13.24,8.8,4.18,744.92,0.611,0.961
SENS-005,2024-03-07T08:15:00,Centro,17.27,13.1,7.47,744.46,0.867,0.672
SENS-001,2024-03-06T11:20:00,Norte,17.2,7.8,3.94,748.11,-1.681,0.704
SENS-002,2024-03-01T02:05:00,Sur,14.01,19.9,5.5,748.33,0.418,0.805
SENS-005,2024-03-04T02:55:00,Centro,16.55,5.7,4.5,742.47,0.908,0.74
SENS-002,2024-03-06T21:05:00,Sur,15.59,11.1,4.6,748.86,0.465,0.984
SENS-002,2024-03-06T01:40:00,Sur,17.89,9.5,4.99,744.31,0.497,0.824
SENS-005,2024-03-06T02:25:00,Centro,14.8,15.9,7.41,747.01,0.323,0.724
SENS-001,2024-03-04T18:50:00,Norte,14.8,3.8,8.11,745.14,0.521,0.917
SENS-002,2024-03-02T09:45:00,Sur,16.44,12.2,4.31,742.75,0.459,0.835
SENS-003,2024-03-05T17:05:00,Este,15.38,5.2,4.81,746.57,0.822,0.686
SENS-002,2024-03-03T05:10:00,Sur,12.51,18.0,3.69,1018.22,0.952,0.768
SENS-001,2024-03-02T09:15:00,Norte,16.33,3.2,5.3,746.55,0.588,0.73
SENS-003,2024-03-03T22:20:00,Este,12.44,14.8,2.89,748.63,0.796,0.961
SENS-004,2024-03-06T13:45:00,Oeste,15.61,11.7,3.67,749.29,0.549,0.906
SENS-004,2024-03-01T14:25:00,Oeste,16.29,18.8,3.46,746.63,1.03,0.846
SENS-003,2024-03-05T01:35:00,Este,17.95,16.1,3.2,740.89,0.764,0.792
SENS-005,2024-03-07T07:40:00,Centro,17.06,13.0,5.51,747.41,0.714,0.888
SENS-002,2024-03-05T18:50:00,Sur,15.74,5.6,5.33,745.16,0.802,0.672
SENS-003,2024-03-02T23:00:00,Este,18.97,19.6,5.96,739.29,0.943,0.951
SENS-002,2024-03-06T02:45:00,Sur,15.05,9.5,5.21,745.47,-0.579,0.653
SENS-002,2024-03-06T17:10:00,Sur,17.48,3.9,5.85,749.09,0.567,0.854
SENS-005,2024-03-04T02:50:00,Centro,17.0,19.7,6.39,742.55,0.655,0.928
SENS-003,2024-03-03T09:05:00,Este,15.79,5.5,7.58,742.84,0.424,0.854
SENS-004,2024-03-07T04:50:00,Oeste,14.69,11.8,6.14,748.32,0.827,0.679
SENS-001,2024-03-02T21:10:00,Norte,16.18,10.8,7.72,746.03,0.593,0.692
SENS-001,2024-03-03T00:00:00,Norte,15.37,16.0,3.88,746.47,0.541,0.686
SENS-005,2024-03-06T09:40:00,Centro,16.69,13.5,5.75,744.58,0.576,0.934
SENS-003,2024-03-05T15:40:00,Este,16.55,9.2,6.21,745.58,0.47,0.843
SENS-005,2024-03-01T21:20:00,Centro,15.45,5.0,4.97,750.7,0.454,0.967
SENS-003,2027-07-08T04:41:00,Este,11.7,9.3,4.11,746.26,0.878,0.978
SENS-005,2024-03-02T05:05:00,Centro,12.19,8.1,2.39,742.02,0.695,0.901
SENS-002,2024-03-02T13:45:00,Sur,16.56,5.5,3.97,746.46,0.307,0.674
SENS-003,2024-03-02T23:20:00,Este,17.34,19.2,5.46,743.16,0.383,1.504
SENS-005,2024-03-05T09:00:00,Centro,16.23,4.1,3.39,746.35,0.725,0.666
SENS-004,2024-03-04T11:55:00,Oeste,17.8,4.1,5.69,746.49,0.597,0.726
SENS-004,2024-03-02T08:45:00,Oeste,17.31,8.5,4.43,745.14,0.548,0.736
SENS-001,2024-03-07T19:35:00,Norte,17.94,19.4,7.24,741.39,0.665,0.841
SENS-002,2024-03-01T05:45:00,Sur,16.29,18.8,10.77,746.15,1.13,0.656
SENS-002,2024-03-05T09:25:00,Sur,16.01,7.1,6.01,745.59,0.297,0.956
SENS-003,2024-03-04T00:20:00,Este,14.66,17.3,10.09,746.19,0.818,1.933
SENS-005,2024-03-02T06:30:00,Centro,16.62,5.3,6.13,747.48,0.474,0.76
SENS-005,2024-03-02T20:40:00,Centro,15.34,10.4,9.35,746.08,0.675,0.952
SENS-001,2024-03-02T06:00:00,Norte,18.0,14.2,6.88,746.46,0.752,0.865
SENS-001,2024-03-07T01:30:00,Norte,17.4,14.3,5.65,745.33,0.677,0.776
SENS-002,2024-03-05T07:40:00,Sur,18.03,17.3,5.86,743.54,0.541,0.718
SENS-001,2024-03-04T21:35:00,Norte,18.92,18.8,6.92,745.38,0.48,0.67
SENS-001,2024-03-01T08:25:00,Norte,17.59,11.0,8.33,740.57,0.382,0.975
SENS-005,2024-03-04T00:45:00,Centro,15.5,8.9,4.91,742.96,0.653,0.673
SENS-004,2024-03-02T15:40:00,Oeste,17.62,5.8,7.58,748.41,0.491,0.75
SENS-005,2024-03-05T05:15:00,Centro,13.02,17.5,2.9,741.76,0.715,0.66
SENS-005,2024-03-02T01:15:00,Centro,14.42,10.3,8.82,743.32,0.601,0.693
SENS-003,2024-03-01T08:10:00,Este,16.18,17.4,1.08,744.71,0.81,0.976
SENS-003,2024-03-01T15:00:00,Este,17.57,18.6,5.35,748.06,0.487,0.972
SENS-002,2024-03-06T14:45:00,Sur,18.35,5.0,6.02,747.93,0.24,0.846
SENS-002,2024-03-04T00:30:00,Sur,15.88,7.8,3.59,742.24,0.807,0.887
SENS-001,2027-01-04T08:11:00,Norte,16.15,12.1,6.1,743.53,0.743,0.772
SENS-005,2024-03-03T04:25:00,Centro,15.01,12.6,4.91,746.19,0.707,0.963
SENS-004,2024-03-05T13:40:00,Oeste,16.19,6.5,2.77,745.49,0.904,0.824
SENS-005,2024-03-03T22:00:00,Centro,19.12,19.2,5.22,746.94,0.5,0.77
SENS-002,2024-03-03T21:35:00,Sur,17.0,13.9,4.14,742.14,1.009,0.932
SENS-002,2024-03-02T16:20:00,Sur,15.86,12.7,6.03,749.55,0.81,0.68
SENS-002,2024-03-05T13:55:00,Sur,16.58,3.4,2.93,745.65,0.633,0.885
SENS-001,2024-03-07T08:05:00,Norte,15.46,12.0,2.98,745.85,0.577,0.68
SENS-004,2024-03-02T09:55:00,Oeste,18.81,19.0,6.47,745.89,0.817,0.664
SENS-002,2024-03-06T12:40:00,Sur,17.83,16.3,8.32,744.45,0.512,0.762
SENS-001,2024-03-06T06:20:00,Norte,17.43,6.1,3.23,743.05,0.943,0.898
SENS-005,2024-03-07T04:40:00,Centro,13.41,16.2,8.09,744.42,0.703,0.971
SENS-005,2024-03-06T17:55:00,Centro,16.85,12.9,4.21,742.09,0.739,0.902
SENS-005,2024-03-04T06:35:00,Centro,16.13,14.6,3.47,746.38,0.746,0.656
SENS-003,2024-03-04T20:50:00,Este,17.89,13.4,3.35,742.73,0.864,0.893
SENS-004,2024-03-01T22:55:00,Oeste,15.2,6.6,5.06,739.91,0.766,0.948
,2024-03-04T05:50:00,Centro,15.53,6.2,4.29,749.59,0.486,0.807
SENS-005,2024-03-07T08:45:00,Centro,19.36,9.1,6.85,749.56,0.24,0.764
SENS-002,2024-03-07T00:55:00,Sur,16.64,15.5,5.59,744.89,0.259,0.797
SENS-004,2024-03-04T06:55:00,Oeste,17.1,5.3,5.21,743.7,1.033,0.958
SENS-001,2024-03-06T02:30:00,Norte,12.82,16.3,7.33,743.81,0.869,0.944
SENS-001,2024-03-01T20:25:00,Norte,14.75,9.3,4.83,748.02,0.561,0.907
SENS-005,2024-03-06T00:35:00,Centro,15.04,14.1,2.83,748.11,0.531,0.693
SENS-002,2024-03-04T07:30:00,Sur,15.58,11.6,4.02,746.6,0.46,0.734
SENS-001,2024-03-06T10:40:00,Norte,18.54,16.2,4.94,742.53,0.343,0.888
SENS-001,2024-03-04T17:50:00,Norte,16.71,17.6,6.24,742.06,0.697,0.892
SENS-004,2024-03-06T09:25:00,Oeste,15.52,3.3,2.38,743.11,0.491,0.697
SENS-004,2024-03-06T23:00:00,Oeste,16.29,4.2,4.45,744.14,0.516,0.771
SENS-001,2024-03-02T03:45:00,Norte,13.66,13.1,8.26,745.52,0.83,0.956
SENS-003,2024-03-04T02:05:00,Este,17.28,13.2,3.54,745.14,0.464,0.65
SENS-004,2024-03-02T10:10:00,Oeste,17.39,18.0,8.18,743.3,0.441,0.873
SENS-001,2024-03-03T03:45:00,Norte,15.13,5.8,3.61,743.71,0.503,0.785
SENS-001,2027-01-13T23:21:00,Norte,17.4,16.9,3.93,745.08,0.267,0.944
SENS-003,2024-03-01T20:05:00,Este,17.97,7.5,7.6,746.41,0.696,0.971
SENS-002,2024-03-07T17:50:00,Sur,15.49,13.8,8.56,743.91,1.248,0.981
SENS-003,2024-03-02T12:50:00,Este,18.92,7.2,5.94,738.79,0.798,0.719
SENS-003,2024-03-02T14:35:00,Este,17.46,7.5,4.48,741.09,0.433,0.875
SENS-002,2024-03-04T13:35:00,Sur,16.28,15.7,7.47,744.28,0.33,0.69
SENS-003,2024-03-04T03:15:00,Este,16.53,4.7,2.72,741.36,0.899,0.908
SENS-004,2024-03-06T16:40:00,Oeste,13.49,16.2,10.47,741.56,0.627,0.691
SENS-005,2024-03-01T15:35:00,Centro,14.66,6.0,6.38,740.14,0.866,0.906
SENS-005,2024-03-03T19:45:00,Centro,17.19,9.3,6.38,748.74,0.312,0.681
SENS-002,2024-03-05T10:45:00,Sur,15.59,17.4,5.65,747.01,0.662,0.971
SENS-004,2024-03-01T10:30:00,Oeste,16.74,14.2,4.53,746.02,0.502,0.695
SENS-001,2024-03-02T06:35:00,Norte,12.27,13.0,5.69,743.38,0.687,0.889
SENS-004,2024-03-05T01:10:00,Oeste,16.19,15.5,5.07,745.63,1.091,0.796
SENS-002,2024-03-03T13:25:00,Sur,19.52,5.8,3.33,749.96,0.394,0.785
SENS-003,2024-03-05T08:55:00,Este,15.97,14.1,9.49,747.08,0.197,0.798
SENS-005,2024-03-05T12:45:00,Centro,19.0,4.1,4.63,743.58,0.66,0.96
SENS-005,2024-03-06T12:35:00,Centro,19.25,17.2,3.78,747.71,0.684,0.935
SENS-005,2024-03-01T18:30:00,Centro,15.83,13.6,9.77,744.28,0.607,0.988
SENS-003,2024-03-02T02:05:00,Este,16.6,16.4,5.22,743.54,0.595,0.873
SENS-005,2024-03-07T16:35:00,Centro,18.48,19.7,4.79,739.94,0.114,0.944
SENS-004,2024-03-05T21:05:00,Oeste,14.91,9.8,10.59,746.46,1.078,0.871
